name,region,highway,cyclewayleft,cyclewayright,existing,osmid,geometry
,MiltonKeynes,cycleway,no,no,Track,34700828,"{""type"":""LineString"",""coordinates"":[[-0.80191,52.00643],[-0.80158,52.00684]]}"
,MiltonKeynes,cycleway,no,no,Track,34700828,"{""type"":""LineString"",""coordinates"":[[-0.80158,52.00684],[-0.80093,52.00754]]}"
,MiltonKeynes,cycleway,no,no,Track,34700828,"{""type"":""LineString"",""coordinates"":[[-0.80093,52.00754],[-0.80084,52.00762]]}"
,MiltonKeynes,cycleway,no,no,Track,34700828,"{""type"":""LineString"",""coordinates"":[[-0.80084,52.00762],[-0.79868,52.00952]]}"
,MiltonKeynes,cycleway,no,no,Track,34700828,"{""type"":""LineString"",""coordinates"":[[-0.79868,52.00952],[-0.79848,52.00963]]}"
,MiltonKeynes,cycleway,no,no,Track,34700828,"{""type"":""LineString"",""coordinates"":[[-0.79848,52.00963],[-0.79787,52.00962]]}"
,MiltonKeynes,cycleway,no,no,Track,34702012,"{""type"":""LineString"",""coordinates"":[[-0.80455,52.00363],[-0.80522,52.00358]]}"
,MiltonKeynes,cycleway,no,no,Track,34702012,"{""type"":""LineString"",""coordinates"":[[-0.80411,52.00383],[-0.80455,52.00363]]}"
,MiltonKeynes,cycleway,no,no,Track,34702012,"{""type"":""LineString"",""coordinates"":[[-0.80522,52.00358],[-0.80632,52.00268]]}"
,MiltonKeynes,cycleway,no,no,Track,34702012,"{""type"":""LineString"",""coordinates"":[[-0.80632,52.00268],[-0.80736,52.00153]]}"
,MiltonKeynes,cycleway,no,no,Track,34702012,"{""type"":""LineString"",""coordinates"":[[-0.80736,52.00153],[-0.80743,52.00149]]}"
,MiltonKeynes,cycleway,no,no,Track,34702012,"{""type"":""LineString"",""coordinates"":[[-0.80743,52.00149],[-0.80815,52.00067]]}"
,MiltonKeynes,cycleway,no,no,Track,34703632,"{""type"":""LineString"",""coordinates"":[[-0.79837,51.99808],[-0.79822,51.99811]]}"
,MiltonKeynes,cycleway,no,no,Track,34703632,"{""type"":""LineString"",""coordinates"":[[-0.79822,51.99811],[-0.79781,51.99801]]}"
,MiltonKeynes,cycleway,no,no,Track,34703632,"{""type"":""LineString"",""coordinates"":[[-0.79781,51.99801],[-0.79761,51.99792]]}"
,MiltonKeynes,cycleway,no,no,Track,34703632,"{""type"":""LineString"",""coordinates"":[[-0.79761,51.99792],[-0.7976,51.99792]]}"
,MiltonKeynes,cycleway,no,no,Track,34703632,"{""type"":""LineString"",""coordinates"":[[-0.79869,51.99793],[-0.79837,51.99808]]}"
,MiltonKeynes,cycleway,no,no,Track,34703640,"{""type"":""LineString"",""coordinates"":[[-0.79736,51.99628],[-0.79745,51.9946]]}"
,MiltonKeynes,cycleway,no,no,Track,34703640,"{""type"":""LineString"",""coordinates"":[[-0.79745,51.9946],[-0.7998,51.99279]]}"
,MiltonKeynes,cycleway,no,no,Track,34703640,"{""type"":""LineString"",""coordinates"":[[-0.7998,51.99279],[-0.79996,51.99275]]}"
,MiltonKeynes,cycleway,no,no,Track,34703640,"{""type"":""LineString"",""coordinates"":[[-0.79996,51.99275],[-0.80114,51.9946]]}"
,MiltonKeynes,cycleway,no,no,Track,34703640,"{""type"":""LineString"",""coordinates"":[[-0.80114,51.9946],[-0.80127,51.99492]]}"
,MiltonKeynes,cycleway,no,no,Track,34703640,"{""type"":""LineString"",""coordinates"":[[-0.80127,51.99492],[-0.80098,51.9952]]}"
,MiltonKeynes,cycleway,no,no,Track,34703640,"{""type"":""LineString"",""coordinates"":[[-0.80098,51.9952],[-0.80058,51.99536]]}"
,MiltonKeynes,cycleway,no,no,Track,34703640,"{""type"":""LineString"",""coordinates"":[[-0.80058,51.99536],[-0.80009,51.99569]]}"
,MiltonKeynes,cycleway,no,no,Track,34703640,"{""type"":""LineString"",""coordinates"":[[-0.80009,51.99569],[-0.79947,51.99612]]}"
,MiltonKeynes,cycleway,no,no,Track,34703640,"{""type"":""LineString"",""coordinates"":[[-0.79947,51.99613],[-0.79811,51.9967]]}"
,MiltonKeynes,cycleway,no,no,Track,34703640,"{""type"":""LineString"",""coordinates"":[[-0.79811,51.9967],[-0.79851,51.99688]]}"
,MiltonKeynes,cycleway,no,no,Track,34703652,"{""type"":""LineString"",""coordinates"":[[-0.79851,51.99688],[-0.7987,51.99696]]}"
,MiltonKeynes,cycleway,no,no,Track,34703656,"{""type"":""LineString"",""coordinates"":[[-0.7987,51.99696],[-0.79913,51.99735]]}"
,MiltonKeynes,cycleway,no,no,Track,34703656,"{""type"":""LineString"",""coordinates"":[[-0.79913,51.99735],[-0.79909,51.99768]]}"
,MiltonKeynes,cycleway,no,no,Track,34703720,"{""type"":""LineString"",""coordinates"":[[-0.79745,51.99785],[-0.79742,51.99784]]}"
,MiltonKeynes,cycleway,no,no,Track,34703720,"{""type"":""LineString"",""coordinates"":[[-0.79742,51.99784],[-0.79723,51.99776]]}"
,MiltonKeynes,cycleway,no,no,Track,34703720,"{""type"":""LineString"",""coordinates"":[[-0.79723,51.99776],[-0.79641,51.99739]]}"
,MiltonKeynes,cycleway,no,no,Track,34703720,"{""type"":""LineString"",""coordinates"":[[-0.79641,51.99739],[-0.79624,51.99733]]}"
,MiltonKeynes,cycleway,no,no,Track,34703736,"{""type"":""LineString"",""coordinates"":[[-0.7976,51.99792],[-0.79745,51.99785]]}"
,MiltonKeynes,cycleway,no,no,Track,34707444,"{""type"":""LineString"",""coordinates"":[[-0.79428,52.00172],[-0.79156,52.00293]]}"
,MiltonKeynes,cycleway,no,no,Track,34707476,"{""type"":""LineString"",""coordinates"":[[-0.79428,52.00172],[-0.79411,52.00149]]}"
,MiltonKeynes,cycleway,no,no,Track,34707476,"{""type"":""LineString"",""coordinates"":[[-0.79411,52.00149],[-0.79358,52.00106]]}"
,MiltonKeynes,cycleway,no,no,Track,34707476,"{""type"":""LineString"",""coordinates"":[[-0.79358,52.00106],[-0.79329,52.00011]]}"
,MiltonKeynes,cycleway,no,no,Track,34707476,"{""type"":""LineString"",""coordinates"":[[-0.79329,52.00011],[-0.79423,51.99894]]}"
,MiltonKeynes,cycleway,no,no,Track,34707476,"{""type"":""LineString"",""coordinates"":[[-0.79423,51.99894],[-0.79467,51.99846]]}"
,MiltonKeynes,cycleway,no,no,Track,34707476,"{""type"":""LineString"",""coordinates"":[[-0.79467,51.99846],[-0.79475,51.99826]]}"
,MiltonKeynes,cycleway,no,no,Track,34707476,"{""type"":""LineString"",""coordinates"":[[-0.79475,51.99826],[-0.79477,51.99821]]}"
,MiltonKeynes,cycleway,no,no,Track,34707476,"{""type"":""LineString"",""coordinates"":[[-0.79477,51.99821],[-0.79617,51.99735]]}"
,MiltonKeynes,cycleway,no,no,Track,34708280,"{""type"":""LineString"",""coordinates"":[[-0.75566,52.05942],[-0.75545,52.05961]]}"
,MiltonKeynes,cycleway,no,no,Track,34708280,"{""type"":""LineString"",""coordinates"":[[-0.75545,52.05961],[-0.75435,52.05996]]}"
,MiltonKeynes,cycleway,no,no,Track,34708280,"{""type"":""LineString"",""coordinates"":[[-0.75435,52.05996],[-0.75425,52.0599]]}"
,MiltonKeynes,cycleway,no,no,Track,34708280,"{""type"":""LineString"",""coordinates"":[[-0.75425,52.0599],[-0.75367,52.0594]]}"
,MiltonKeynes,cycleway,no,no,Track,34708280,"{""type"":""LineString"",""coordinates"":[[-0.75367,52.0594],[-0.7532,52.05874]]}"
,MiltonKeynes,cycleway,no,no,Track,34708280,"{""type"":""LineString"",""coordinates"":[[-0.7532,52.05874],[-0.7541,52.05801]]}"
,MiltonKeynes,cycleway,no,no,Track,34708356,"{""type"":""LineString"",""coordinates"":[[-0.75425,52.05426],[-0.75665,52.05311]]}"
,MiltonKeynes,cycleway,no,no,Track,34708356,"{""type"":""LineString"",""coordinates"":[[-0.75665,52.05311],[-0.7569,52.05289]]}"
,MiltonKeynes,cycleway,no,no,Track,34708356,"{""type"":""LineString"",""coordinates"":[[-0.75696,52.05338],[-0.75665,52.05311]]}"
,MiltonKeynes,cycleway,no,no,Track,34708356,"{""type"":""LineString"",""coordinates"":[[-0.75665,52.05311],[-0.75601,52.0524]]}"
,MiltonKeynes,trunk_link,share_busway,no,Bus lane,34711864,"{""type"":""LineString"",""coordinates"":[[-0.68867,52.01629],[-0.6879,52.01656]]}"
,MiltonKeynes,trunk_link,share_busway,no,Bus lane,34711868,"{""type"":""LineString"",""coordinates"":[[-0.68959,52.01535],[-0.69041,52.01495]]}"
,MiltonKeynes,cycleway,no,no,Track,34713940,"{""type"":""LineString"",""coordinates"":[[-0.79618,51.99729],[-0.79603,51.99688]]}"
,MiltonKeynes,cycleway,no,no,Track,34714260,"{""type"":""LineString"",""coordinates"":[[-0.79007,51.99844],[-0.78961,51.99794]]}"
,MiltonKeynes,cycleway,no,no,Track,34714260,"{""type"":""LineString"",""coordinates"":[[-0.78961,51.99794],[-0.78838,51.99769]]}"
,MiltonKeynes,cycleway,no,no,Track,34714260,"{""type"":""LineString"",""coordinates"":[[-0.78838,51.99769],[-0.78685,51.99738]]}"
,MiltonKeynes,cycleway,no,no,Track,34714260,"{""type"":""LineString"",""coordinates"":[[-0.78685,51.99738],[-0.78629,51.99727]]}"
,MiltonKeynes,cycleway,no,no,Track,34714260,"{""type"":""LineString"",""coordinates"":[[-0.78629,51.99727],[-0.78489,51.99699]]}"
,MiltonKeynes,cycleway,no,no,Track,34714760,"{""type"":""LineString"",""coordinates"":[[-0.78546,51.99563],[-0.78557,51.99557]]}"
,MiltonKeynes,cycleway,no,no,Track,34714760,"{""type"":""LineString"",""coordinates"":[[-0.78557,51.99557],[-0.78555,51.99534]]}"
,MiltonKeynes,cycleway,no,no,Track,34714760,"{""type"":""LineString"",""coordinates"":[[-0.78555,51.99534],[-0.78518,51.99528]]}"
,MiltonKeynes,cycleway,no,no,Track,34714768,"{""type"":""LineString"",""coordinates"":[[-0.79173,51.9943],[-0.79235,51.99388]]}"
,MiltonKeynes,cycleway,no,no,Track,34714768,"{""type"":""LineString"",""coordinates"":[[-0.79235,51.99388],[-0.79247,51.99347]]}"
,MiltonKeynes,cycleway,no,no,Track,34714768,"{""type"":""LineString"",""coordinates"":[[-0.79247,51.99347],[-0.7883,51.99184]]}"
,MiltonKeynes,cycleway,no,no,Track,34714768,"{""type"":""LineString"",""coordinates"":[[-0.7883,51.99184],[-0.78674,51.99281]]}"
,MiltonKeynes,cycleway,no,no,Track,34714768,"{""type"":""LineString"",""coordinates"":[[-0.78674,51.99281],[-0.78463,51.9938]]}"
,MiltonKeynes,cycleway,no,no,Track,34714768,"{""type"":""LineString"",""coordinates"":[[-0.78463,51.9938],[-0.78337,51.99449]]}"
,MiltonKeynes,cycleway,no,no,Track,34714768,"{""type"":""LineString"",""coordinates"":[[-0.78337,51.99449],[-0.78429,51.99478]]}"
,MiltonKeynes,cycleway,no,no,Track,34714768,"{""type"":""LineString"",""coordinates"":[[-0.78429,51.99478],[-0.78464,51.99495]]}"
,MiltonKeynes,cycleway,no,no,Track,34714768,"{""type"":""LineString"",""coordinates"":[[-0.78464,51.99495],[-0.78483,51.99507]]}"
,MiltonKeynes,cycleway,no,no,Track,34714768,"{""type"":""LineString"",""coordinates"":[[-0.78483,51.99507],[-0.78518,51.99527]]}"
,MiltonKeynes,cycleway,no,no,Track,34715152,"{""type"":""LineString"",""coordinates"":[[-0.79641,51.9967],[-0.79708,51.9964]]}"
,MiltonKeynes,cycleway,no,no,Track,34716604,"{""type"":""LineString"",""coordinates"":[[-0.74449,52.06408],[-0.74461,52.06427]]}"
,MiltonKeynes,cycleway,no,no,Track,34716604,"{""type"":""LineString"",""coordinates"":[[-0.74462,52.06427],[-0.74481,52.06443]]}"
,MiltonKeynes,cycleway,no,no,Track,34716608,"{""type"":""LineString"",""coordinates"":[[-0.7449,52.06389],[-0.74449,52.06408]]}"
,MiltonKeynes,cycleway,no,no,Track,34716608,"{""type"":""LineString"",""coordinates"":[[-0.74205,52.06578],[-0.74002,52.06688]]}"
,MiltonKeynes,cycleway,no,no,Track,34716608,"{""type"":""LineString"",""coordinates"":[[-0.74002,52.06688],[-0.73985,52.06697]]}"
,MiltonKeynes,cycleway,no,no,Track,34716608,"{""type"":""LineString"",""coordinates"":[[-0.73985,52.06697],[-0.73975,52.06705]]}"
,MiltonKeynes,cycleway,no,no,Track,34716612,"{""type"":""LineString"",""coordinates"":[[-0.73975,52.06705],[-0.7396,52.06714]]}"
,MiltonKeynes,cycleway,no,no,Track,34716648,"{""type"":""LineString"",""coordinates"":[[-0.74473,52.06642],[-0.74529,52.0666]]}"
,MiltonKeynes,cycleway,no,no,Track,34716636,"{""type"":""LineString"",""coordinates"":[[-0.74466,52.07384],[-0.74431,52.07389]]}"
,MiltonKeynes,cycleway,no,no,Track,34716636,"{""type"":""LineString"",""coordinates"":[[-0.74431,52.07389],[-0.74415,52.07389]]}"
,MiltonKeynes,cycleway,no,no,Track,34716636,"{""type"":""LineString"",""coordinates"":[[-0.74415,52.07389],[-0.74418,52.07405]]}"
,MiltonKeynes,cycleway,no,no,Track,34716636,"{""type"":""LineString"",""coordinates"":[[-0.74418,52.07405],[-0.74455,52.07467]]}"
,MiltonKeynes,cycleway,no,no,Track,34716636,"{""type"":""LineString"",""coordinates"":[[-0.74455,52.07467],[-0.74496,52.07531]]}"
,MiltonKeynes,cycleway,no,no,Track,34716636,"{""type"":""LineString"",""coordinates"":[[-0.74496,52.07531],[-0.74505,52.07544]]}"
,MiltonKeynes,cycleway,no,no,Track,34716636,"{""type"":""LineString"",""coordinates"":[[-0.74505,52.07544],[-0.74689,52.07776]]}"
,MiltonKeynes,cycleway,no,no,Track,34716636,"{""type"":""LineString"",""coordinates"":[[-0.74689,52.07776],[-0.74805,52.07921]]}"
,MiltonKeynes,cycleway,no,no,Track,34716636,"{""type"":""LineString"",""coordinates"":[[-0.74805,52.07921],[-0.74861,52.07936]]}"
,MiltonKeynes,cycleway,no,no,Track,34716636,"{""type"":""LineString"",""coordinates"":[[-0.74861,52.07936],[-0.74886,52.08]]}"
,MiltonKeynes,cycleway,no,no,Track,34716636,"{""type"":""LineString"",""coordinates"":[[-0.74886,52.08],[-0.74942,52.08067]]}"
,MiltonKeynes,cycleway,no,no,Track,34716640,"{""type"":""LineString"",""coordinates"":[[-0.71953,52.08065],[-0.71983,52.08051]]}"
,MiltonKeynes,cycleway,no,no,Track,34716644,"{""type"":""LineString"",""coordinates"":[[-0.74725,52.06418],[-0.74838,52.06441]]}"
,MiltonKeynes,cycleway,no,no,Track,34716644,"{""type"":""LineString"",""coordinates"":[[-0.74838,52.06441],[-0.74849,52.06439]]}"
,MiltonKeynes,cycleway,no,no,Track,34716644,"{""type"":""LineString"",""coordinates"":[[-0.74849,52.06439],[-0.75012,52.06378]]}"
,MiltonKeynes,cycleway,no,no,Track,34716644,"{""type"":""LineString"",""coordinates"":[[-0.74725,52.06418],[-0.74683,52.06432]]}"
,MiltonKeynes,cycleway,no,no,Track,34716644,"{""type"":""LineString"",""coordinates"":[[-0.74683,52.06432],[-0.746,52.06468]]}"
,MiltonKeynes,cycleway,no,no,Track,34716644,"{""type"":""LineString"",""coordinates"":[[-0.746,52.06468],[-0.7449,52.06389]]}"
,MiltonKeynes,cycleway,no,no,Track,34716648,"{""type"":""LineString"",""coordinates"":[[-0.74647,52.06152],[-0.74708,52.06278]]}"
,MiltonKeynes,cycleway,no,no,Track,34716648,"{""type"":""LineString"",""coordinates"":[[-0.74708,52.06278],[-0.74742,52.06317]]}"
,MiltonKeynes,cycleway,no,no,Track,34716648,"{""type"":""LineString"",""coordinates"":[[-0.74742,52.06317],[-0.74704,52.06373]]}"
,MiltonKeynes,cycleway,no,no,Track,34716648,"{""type"":""LineString"",""coordinates"":[[-0.74704,52.06373],[-0.74706,52.06384]]}"
,MiltonKeynes,cycleway,no,no,Track,34716648,"{""type"":""LineString"",""coordinates"":[[-0.74303,52.06613],[-0.74473,52.06642]]}"
,MiltonKeynes,cycleway,no,no,Track,34716648,"{""type"":""LineString"",""coordinates"":[[-0.74529,52.0666],[-0.74577,52.06848]]}"
,MiltonKeynes,cycleway,no,no,Track,34716648,"{""type"":""LineString"",""coordinates"":[[-0.74577,52.06848],[-0.74554,52.06865]]}"
,MiltonKeynes,cycleway,no,no,Track,34716648,"{""type"":""LineString"",""coordinates"":[[-0.74554,52.06865],[-0.74511,52.06888]]}"
,MiltonKeynes,cycleway,no,no,Track,34716648,"{""type"":""LineString"",""coordinates"":[[-0.74511,52.06888],[-0.74478,52.06901]]}"
,MiltonKeynes,cycleway,no,no,Track,34716648,"{""type"":""LineString"",""coordinates"":[[-0.74478,52.06902],[-0.74458,52.0691]]}"
,MiltonKeynes,cycleway,no,no,Track,34716660,"{""type"":""LineString"",""coordinates"":[[-0.71946,52.08068],[-0.71953,52.08065]]}"
,MiltonKeynes,cycleway,no,no,Track,34716664,"{""type"":""LineString"",""coordinates"":[[-0.7195,52.08219],[-0.71937,52.08082]]}"
,MiltonKeynes,cycleway,no,no,Track,34716664,"{""type"":""LineString"",""coordinates"":[[-0.71937,52.08082],[-0.71912,52.08075]]}"
,MiltonKeynes,cycleway,no,no,Track,34716664,"{""type"":""LineString"",""coordinates"":[[-0.71912,52.08075],[-0.71565,52.08042]]}"
,MiltonKeynes,cycleway,no,no,Track,34716664,"{""type"":""LineString"",""coordinates"":[[-0.71565,52.08042],[-0.71098,52.08006]]}"
,MiltonKeynes,cycleway,no,no,Track,34716664,"{""type"":""LineString"",""coordinates"":[[-0.71976,52.08431],[-0.7184,52.08516]]}"
,MiltonKeynes,cycleway,no,no,Track,34720880,"{""type"":""LineString"",""coordinates"":[[-0.77344,52.00777],[-0.77391,52.00829]]}"
,MiltonKeynes,cycleway,no,no,Track,34720880,"{""type"":""LineString"",""coordinates"":[[-0.77391,52.00829],[-0.77405,52.00845]]}"
,MiltonKeynes,cycleway,no,no,Track,34720880,"{""type"":""LineString"",""coordinates"":[[-0.77405,52.00845],[-0.77512,52.00869]]}"
,MiltonKeynes,cycleway,no,no,Track,34720880,"{""type"":""LineString"",""coordinates"":[[-0.77506,52.00731],[-0.77493,52.00731]]}"
,MiltonKeynes,cycleway,no,no,Track,34720880,"{""type"":""LineString"",""coordinates"":[[-0.77493,52.00731],[-0.77493,52.00722]]}"
,MiltonKeynes,cycleway,no,no,Track,34720880,"{""type"":""LineString"",""coordinates"":[[-0.77493,52.00722],[-0.77493,52.0071]]}"
,MiltonKeynes,cycleway,no,no,Track,34720880,"{""type"":""LineString"",""coordinates"":[[-0.77974,52.00533],[-0.7799,52.00539]]}"
,MiltonKeynes,cycleway,no,no,Track,34720880,"{""type"":""LineString"",""coordinates"":[[-0.7799,52.00539],[-0.78012,52.00549]]}"
,MiltonKeynes,cycleway,no,no,Track,34720880,"{""type"":""LineString"",""coordinates"":[[-0.78012,52.00549],[-0.78018,52.00551]]}"
,MiltonKeynes,cycleway,no,no,Track,34720880,"{""type"":""LineString"",""coordinates"":[[-0.78018,52.00551],[-0.78128,52.00594]]}"
,MiltonKeynes,cycleway,no,no,Track,34720880,"{""type"":""LineString"",""coordinates"":[[-0.78128,52.00594],[-0.78189,52.00619]]}"
,MiltonKeynes,cycleway,no,no,Track,34720880,"{""type"":""LineString"",""coordinates"":[[-0.78189,52.00619],[-0.78196,52.00622]]}"
,MiltonKeynes,cycleway,no,no,Track,34720880,"{""type"":""LineString"",""coordinates"":[[-0.78196,52.00622],[-0.78252,52.00644]]}"
